State,Account length,Area code,International plan,Number vmail messages,Total day minutes,Total day calls,Total eve minutes,Total eve calls,Total night minutes,Total night calls,Total intl minutes,Total intl calls,Customer service calls
GA,133,510,0,0,227.4,90,73.2,135,114.3,99,4.7,7,0
KY,125,408,0,0,191.6,115,205.6,108,210.2,123,9.2,3,2
NE,21,510,0,0,225.0,110,244.2,111,221.2,93,10.7,4,0
ND,110,408,0,0,196.1,103,199.7,123,135.9,71,12.9,1,3
NH,83,415,0,0,231.3,100,210.4,84,217.4,106,12.4,2,3
IN,101,415,0,42,209.2,82,159.7,74,181.6,100,9.5,3,0
OR,117,415,0,17,221.3,82,167.6,100,262.7,87,4.4,4,0
OH,127,408,0,0,139.6,94,240.9,112,127.1,88,8.8,4,2
KS,138,510,0,26,183.9,83,240.7,93,185.7,125,15.0,3,1
TX,120,415,0,0,203.3,108,259.9,66,115.9,103,7.8,2,3
DC,141,415,0,37,185.4,87,178.5,128,218.3,107,8.0,3,4
OR,87,510,0,22,240.8,102,75.9,106,224.6,115,7.1,3,2
WA,97,408,0,0,276.1,82,201.1,106,231.3,73,8.9,4,0
NC,162,408,0,26,179.7,144,218.1,129,212.3,105,9.3,8,1
TX,119,510,0,0,81.9,75,253.8,114,213.1,125,8.9,1,2
WI,107,510,0,25,248.6,91,119.3,115,194.3,83,12.0,1,1
SC,140,510,0,28,157.1,77,172.4,97,184.5,94,11.1,9,1
SD,91,415,0,0,153.0,123,141.1,127,171.5,76,10.3,15,1
OH,135,415,0,0,218.8,123,242.8,64,85.8,80,10.3,3,4
HI,86,408,0,21,197.9,99,165.6,100,208.0,120,10.1,9,0
KY,131,415,0,0,166.5,129,210.2,107,257.2,93,9.9,5,1
OH,86,415,0,29,225.4,79,187.1,112,281.1,112,12.9,3,1
AL,85,415,0,0,210.3,66,195.8,76,221.6,82,11.2,7,1
VT,195,415,0,36,231.7,110,225.1,88,201.7,89,12.1,2,0
ND,177,408,0,0,189.5,99,176.3,117,225.9,112,14.2,2,1
WA,100,408,0,0,70.8,94,215.6,102,230.8,125,9.5,1,6
CT,124,415,0,0,131.8,82,284.3,119,305.5,101,11.3,2,1
DE,81,510,1,0,250.6,85,187.9,50,120.3,131,7.8,5,1
HI,105,415,0,0,281.3,124,301.5,96,202.8,109,8.7,3,0
MI,126,415,1,26,129.3,123,176.5,114,154.5,102,9.6,7,1
ND,71,510,0,0,238.0,82,278.5,94,193.1,134,11.8,10,0
NE,139,415,0,0,211.1,103,206.9,108,193.9,70,5.6,4,0
NE,77,415,0,0,169.4,102,184.9,144,234.3,89,2.0,7,1
KY,72,408,0,0,177.1,97,184.7,105,174.1,94,8.0,6,1
KS,74,415,0,32,174.6,107,310.6,115,234.7,92,9.0,4,1
ND,124,415,0,0,150.3,101,255.9,112,136.7,62,12.5,4,2
KY,113,408,0,20,157.8,83,161.5,56,271.5,100,8.7,2,5
ME,66,510,0,0,118.0,133,248.1,99,214.4,122,5.3,5,1
MT,124,415,0,30,144.5,35,262.3,101,226.5,82,12.0,7,2
IL,134,408,0,0,183.8,111,123.5,92,160.7,105,6.1,2,1
ME,41,415,0,30,191.7,109,193.0,86,149.4,93,11.1,4,1
SC,159,415,0,23,153.6,93,216.9,88,161.3,91,12.6,3,2
IL,87,408,1,36,171.2,138,185.8,102,227.6,97,10.8,3,1
WA,132,415,0,0,240.1,115,180.4,91,133.4,122,8.0,6,3
NE,86,408,0,0,83.8,121,240.2,96,158.6,108,6.7,8,1
IL,55,415,1,0,269.6,121,171.7,91,219.0,98,8.2,6,1
VT,101,415,0,0,136.2,92,220.9,110,196.9,116,13.3,7,3
KS,94,408,0,0,269.2,104,193.8,144,257.6,61,8.9,2,3
ND,68,408,0,0,219.6,97,141.1,144,205.7,101,10.8,4,2
CO,98,408,0,0,236.2,122,189.4,110,153.6,104,13.3,4,0
TX,123,408,0,0,260.9,85,168.5,103,178.3,91,13.3,5,3
CA,111,408,0,0,249.8,109,242.4,106,231.8,78,11.6,4,0
MS,69,510,0,27,268.8,78,246.6,89,271.9,102,16.4,3,0
RI,127,415,0,27,140.1,59,223.4,111,257.9,73,3.8,10,1
NM,105,415,0,0,193.7,108,183.2,124,293.7,72,10.8,5,1
VA,75,415,0,0,224.7,116,192.0,79,212.2,98,11.3,11,3
TX,126,415,0,0,190.9,143,149.7,72,191.4,87,13.0,3,1
NM,41,415,0,0,232.1,74,327.1,88,226.5,119,10.9,2,3
RI,113,415,0,0,90.6,130,170.6,100,137.4,74,5.4,9,1
NY,78,510,0,0,152.9,81,256.6,82,173.6,112,5.3,6,2
WA,110,415,0,0,241.2,105,174.3,85,245.3,59,8.5,4,2
NE,112,415,1,16,200.3,72,197.8,91,151.1,92,10.4,3,1
ID,104,510,0,0,97.2,88,155.6,85,261.6,105,12.4,5,0
WV,127,510,0,0,224.3,112,185.7,103,159.4,83,10.0,1,2
NE,61,408,0,0,267.1,104,180.4,131,230.6,106,17.3,4,1
RI,65,415,0,29,215.5,129,161.9,77,128.3,91,8.8,5,2
CT,152,408,0,20,239.1,105,209.1,111,268.2,130,13.3,3,5
RI,63,415,1,0,62.9,112,202.9,111,259.0,58,8.9,8,1
IA,100,408,0,0,210.9,85,329.3,69,127.1,78,9.4,5,4
MS,29,510,0,0,313.2,103,216.3,151,218.4,106,12.8,4,2
ME,175,415,0,0,132.0,95,231.2,74,313.4,108,8.7,10,1
MS,98,415,1,23,245.5,54,292.7,83,184.0,90,10.8,7,1
VA,121,415,0,0,134.1,112,195.1,104,159.6,139,10.5,2,2
PA,104,415,0,0,144.5,107,180.5,85,226.0,94,17.0,6,2
NE,123,415,0,0,150.0,98,89.8,95,326.0,91,11.1,3,3
MI,61,415,0,33,270.7,53,200.7,116,201.7,102,10.9,3,3
MD,160,415,0,0,256.0,111,187.4,61,119.1,81,11.5,4,3
AR,153,408,0,0,154.6,56,263.0,84,367.7,89,15.5,2,1
FL,31,510,0,0,165.4,84,203.7,107,201.7,65,8.2,1,1
KY,122,415,0,0,168.3,96,87.6,91,247.2,87,8.4,6,1
IN,46,415,0,34,191.4,102,361.8,96,147.5,132,7.2,2,1
FL,103,415,0,0,158.7,90,198.4,117,181.1,76,10.5,4,1
IL,68,415,1,29,195.5,113,171.6,96,204.0,85,13.5,9,1
AL,149,415,0,20,264.4,102,219.6,123,200.4,89,11.3,3,2
MT,102,408,0,0,273.2,85,211.1,82,203.7,129,13.1,7,2
WI,153,510,0,0,159.5,103,275.5,90,176.7,126,10.1,2,1
NY,122,510,0,0,145.6,102,284.7,111,228.2,91,12.2,5,0
WY,127,510,1,0,247.5,99,108.5,118,232.0,72,10.6,3,2
NY,126,415,1,0,239.7,87,281.7,92,183.5,113,11.4,1,1
CO,90,408,0,0,109.9,102,220.8,114,104.0,133,10.9,6,0
CA,37,510,0,0,239.9,120,261.6,88,207.1,88,8.9,4,2
CO,132,415,0,0,197.8,66,133.9,119,177.3,94,10.9,3,4
KY,38,408,0,36,115.4,98,166.2,83,184.7,79,15.2,6,2
ID,92,415,0,0,197.2,113,242.3,116,192.0,76,11.0,5,2
HI,111,408,0,13,193.1,104,111.6,98,227.4,94,12.1,4,1
TX,121,415,0,31,263.1,70,279.3,118,127.1,143,9.7,4,5
GA,131,408,0,0,197.0,79,201.0,114,151.2,111,11.6,5,1
ME,19,415,0,0,201.5,123,129.2,110,220.6,98,12.9,4,1
OH,135,415,0,0,173.4,107,222.0,84,64.2,94,13.7,6,1
TN,129,408,0,0,101.4,145,249.1,116,157.6,107,7.1,6,1
VT,142,415,0,0,232.5,74,181.8,142,203.1,86,10.4,6,4
MD,130,415,0,45,174.5,120,217.5,95,220.3,67,12.2,2,1
NE,92,415,0,0,181.4,98,164.5,98,171.0,110,10.9,4,2
WY,146,415,0,11,180.7,82,173.7,90,231.5,89,10.1,4,2
WV,152,510,1,41,146.8,128,285.6,96,213.6,80,4.3,2,1
MS,189,415,0,0,227.8,124,169.5,112,201.1,91,5.6,4,3
OH,95,415,0,23,160.3,87,202.4,101,191.1,122,7.4,3,0
AK,1,408,0,0,175.2,74,151.7,79,230.5,109,5.3,3,1
IN,141,415,0,39,116.9,127,276.5,88,289.9,125,12.3,2,0
WA,111,510,0,0,152.2,114,137.2,102,185.9,97,9.8,3,0
RI,143,408,0,0,167.8,72,211.0,99,153.5,109,10.5,6,4
AL,148,415,0,21,262.9,135,149.5,96,140.5,109,8.1,4,1
MT,143,408,0,22,141.8,116,167.3,99,178.1,130,7.8,3,1
NM,90,415,0,0,167.5,96,139.1,104,138.4,87,13.0,1,1
OH,169,408,0,0,147.2,115,161.9,123,142.1,103,7.2,6,3
LA,53,415,0,0,145.1,116,233.7,82,208.7,95,7.9,5,2
MO,15,415,0,0,135.2,101,152.5,79,224.8,83,8.4,5,2
DC,123,408,0,28,124.7,105,250.4,78,216.4,128,7.8,8,1
TN,95,510,0,0,174.0,57,281.1,118,197.2,94,9.7,2,0
WA,82,510,0,0,265.2,122,178.7,102,174.7,90,10.7,9,2
RI,180,415,0,0,143.3,134,180.5,113,184.2,87,10.1,4,1
RI,125,408,0,0,113.0,108,169.2,107,156.6,61,9.2,5,2
OR,138,415,1,28,211.2,117,312.5,98,178.0,118,10.7,2,3
MA,90,408,0,0,157.9,72,234.0,93,210.0,86,12.2,5,2
NC,190,408,0,0,182.2,101,212.3,95,233.0,123,9.3,4,2
IA,143,510,0,33,141.4,130,186.4,114,210.0,111,7.7,6,1
IL,183,510,0,0,108.3,87,183.6,116,176.6,109,13.5,2,0
KY,58,415,0,0,247.2,116,303.7,103,105.4,94,9.3,2,2
TN,123,415,0,0,166.9,98,221.8,77,243.9,114,12.8,4,3
GA,155,510,0,0,71.2,90,304.4,119,183.3,103,8.6,4,0
MN,53,415,0,0,164.1,106,206.0,56,194.7,124,11.4,2,1
MT,101,415,0,0,154.4,130,217.2,101,185.4,52,13.9,4,1
ND,122,408,0,0,231.2,141,267.8,136,240.3,100,8.8,5,1
VA,163,415,0,0,202.9,100,178.6,46,203.8,116,12.8,3,5
ND,120,415,0,0,177.2,88,270.4,99,231.5,90,14.0,2,2
TN,196,415,0,0,133.1,80,206.5,120,221.6,96,10.3,8,1
NE,147,415,0,38,243.4,126,273.8,109,282.9,91,14.1,8,2
IN,81,408,0,46,168.3,124,270.9,103,222.5,98,6.7,2,4
OR,165,415,0,33,111.6,140,213.3,111,267.6,115,16.0,3,0
TN,115,415,0,0,206.2,113,176.4,102,297.1,119,11.0,7,1
TX,90,408,0,27,156.7,51,236.5,118,123.2,111,12.6,6,2
TN,37,415,0,0,221.0,126,204.5,110,118.0,98,6.8,3,4
NC,76,510,0,0,165.7,94,257.4,80,170.8,114,10.0,4,1
MT,109,510,0,0,154.8,82,287.7,109,208.4,80,5.9,9,3
HI,105,510,0,0,125.4,116,261.5,95,241.6,104,11.4,9,2
MI,74,415,0,0,124.8,114,133.0,121,160.3,85,10.6,7,3
AL,76,415,0,0,179.2,85,222.9,66,188.2,113,12.4,2,0
CT,116,415,0,0,245.9,73,240.1,87,158.7,89,8.9,5,3
UT,138,510,0,0,205.9,96,257.1,94,209.0,63,12.1,8,0
DC,102,415,0,0,186.8,92,173.7,123,250.9,131,9.7,4,2
UT,164,510,0,0,192.1,95,249.8,94,132.6,100,7.3,3,3
MN,125,415,0,0,240.7,82,269.4,85,187.1,74,10.1,3,0
SC,209,510,0,0,255.1,124,230.6,110,218.0,69,8.5,5,3
NH,116,408,0,24,183.6,138,203.8,90,166.9,89,6.0,3,2
MD,189,415,0,30,155.2,116,195.5,50,170.1,108,15.4,6,1
OK,84,510,0,0,203.4,125,182.9,88,213.7,121,13.8,2,1
NJ,182,415,0,0,279.1,124,180.5,108,217.5,104,9.5,11,2
HI,171,510,0,0,189.8,122,173.7,85,257.1,84,10.3,1,0
DE,90,415,0,0,198.5,124,266.6,100,243.3,80,8.0,7,2
AL,117,510,0,0,158.7,84,181.7,91,177.3,67,7.7,10,2
KS,186,510,0,0,137.8,97,187.7,118,146.4,85,8.7,6,1
AK,55,408,0,39,139.3,101,178.3,117,246.5,104,8.1,1,3
WI,74,408,0,0,177.4,136,240.3,104,237.3,133,12.0,3,0
IN,130,408,0,0,115.6,129,167.8,104,141.8,124,12.6,9,1
DC,80,408,0,0,51.5,90,164.0,98,169.4,80,9.5,4,3
MS,120,415,0,0,131.7,99,163.1,109,201.1,116,10.7,3,1
NH,84,408,0,30,106.5,65,225.7,108,188.6,61,5.7,3,2
NJ,134,510,0,34,247.2,105,225.5,133,186.3,76,6.1,5,2
VT,68,415,0,0,158.8,119,211.8,105,198.1,101,10.3,3,1
MD,119,408,0,0,239.1,88,243.5,79,230.9,92,10.9,3,3
KS,166,415,1,28,175.8,126,253.6,76,128.5,72,11.4,5,1
NH,90,415,0,42,193.3,66,263.3,85,214.4,97,11.1,4,0
AZ,82,415,0,33,137.8,95,235.5,128,268.1,70,11.0,6,2
ID,130,415,0,0,263.7,113,186.5,103,195.3,99,18.3,6,1
TX,130,408,0,0,252.0,101,170.2,105,209.2,64,5.7,5,0
RI,155,408,1,0,163.1,94,291.7,108,96.4,111,11.2,3,0
OR,81,415,0,0,324.7,48,236.4,82,187.6,78,13.1,5,0
NC,75,408,0,0,203.3,70,228.9,97,222.2,118,14.3,3,1
NM,178,415,0,35,175.4,88,190.0,65,138.7,94,10.5,3,2
SC,112,415,0,0,266.0,97,214.6,94,306.2,100,14.2,2,2
AZ,100,510,0,0,78.7,98,225.6,102,150.4,106,14.0,8,0
WV,104,415,0,0,225.9,123,162.8,106,272.1,85,10.1,4,1
NY,160,408,0,0,216.8,77,207.3,117,228.6,117,5.6,2,1
WV,87,415,0,0,58.0,125,67.5,116,185.9,136,11.5,3,0
NM,81,415,0,0,173.2,80,236.2,94,240.2,84,11.8,6,2
ME,28,415,0,0,236.8,102,167.1,87,280.2,115,9.7,3,3
WI,95,408,0,0,237.3,83,154.0,65,237.0,105,11.2,6,1
NJ,35,408,0,0,158.6,67,130.4,96,229.8,80,6.9,5,2
WY,134,510,0,0,296.0,93,226.4,117,246.8,98,12.3,10,0
AR,185,415,0,19,157.3,123,257.7,94,190.4,107,9.6,6,0
PA,85,408,0,0,144.4,88,264.6,105,185.4,94,9.9,3,1
TN,148,415,0,36,77.6,141,207.0,60,255.7,115,10.9,2,1
CT,134,408,0,32,80.3,94,199.9,124,170.8,117,16.6,3,0
MA,80,408,0,36,190.3,115,256.6,78,214.9,145,3.8,4,1
OH,165,510,0,0,209.4,67,273.8,89,150.2,88,12.8,1,0
KS,65,415,0,34,208.8,119,142.1,106,214.6,87,12.5,4,4
OK,104,415,0,0,113.6,87,158.6,98,187.7,87,10.5,6,2
UT,44,415,0,0,202.6,89,163.0,96,268.1,151,8.3,3,0
OH,162,415,0,0,135.2,98,242.0,107,246.9,96,10.2,2,2
WA,96,415,0,0,276.9,105,246.9,94,254.4,107,10.3,3,1
IN,72,510,0,0,287.4,116,235.3,126,292.1,114,5.0,3,4
NE,31,415,0,0,97.5,129,260.4,78,88.7,100,7.0,5,1
AL,72,415,0,0,166.5,102,261.0,103,262.7,85,13.3,5,0
PA,136,408,0,0,102.1,75,219.5,97,73.7,92,9.8,5,0
OR,82,415,0,19,146.5,73,246.4,65,199.0,114,4.1,4,1
MN,155,408,1,0,250.8,146,152.5,105,148.1,104,10.0,5,2
GA,136,415,0,0,163.4,83,249.3,119,249.7,90,9.8,4,7
TX,57,415,0,0,161.0,113,208.0,134,208.1,81,8.4,4,3
NM,112,415,0,0,81.6,94,268.1,112,140.8,75,8.6,18,1
NC,95,408,0,0,128.6,115,216.2,88,255.3,96,6.3,2,6
ID,113,415,0,30,183.8,102,183.4,123,235.0,52,11.6,7,0
WI,103,415,0,0,180.2,134,97.7,85,181.7,134,8.4,3,1
SC,149,415,0,20,147.8,132,276.8,94,149.9,110,10.2,6,0
NV,116,408,0,0,110.9,54,213.4,82,186.2,116,7.9,2,2
NE,95,510,0,0,58.2,96,202.1,126,210.5,97,10.4,5,0
UT,201,510,0,0,212.7,72,225.2,90,195.1,99,7.0,6,1
HI,150,415,0,0,214.0,117,192.4,89,242.6,99,7.9,4,1
MI,108,408,1,0,115.1,114,211.3,70,136.1,85,13.8,3,2
MO,101,415,1,0,156.4,116,130.4,114,207.3,109,7.3,5,1
AL,182,415,0,24,128.1,104,143.4,127,191.0,98,11.6,3,1
VT,128,408,0,0,227.9,130,302.6,71,191.5,82,5.5,7,1
VA,113,408,0,34,44.9,63,134.2,82,168.4,118,13.3,3,1
RI,76,415,0,0,171.1,78,257.2,83,91.6,92,16.2,3,1
MD,204,510,0,0,205.2,145,154.8,95,191.4,77,14.1,5,3
OH,32,415,0,31,232.8,97,183.5,111,206.8,111,13.0,2,0
CO,103,415,0,37,153.5,78,241.9,108,244.7,110,10.6,3,1
UT,148,510,0,0,203.0,92,150.9,125,245.5,131,14.6,9,1
CO,57,415,0,0,85.9,92,193.9,127,231.5,93,10.1,2,0
KY,64,415,1,0,146.7,83,148.3,91,238.6,69,12.5,3,3
DC,70,415,0,0,152.8,145,183.6,102,151.8,75,10.5,2,1
MA,142,408,0,0,216.8,134,187.8,106,138.1,108,8.3,2,0
AZ,88,415,0,0,172.8,81,193.4,90,89.6,107,12.8,5,2
IL,131,510,0,0,263.4,123,151.9,74,218.5,101,10.7,2,2
CO,130,408,0,0,271.8,129,237.2,128,210.1,91,8.7,2,4
OR,166,510,0,0,199.6,93,214.3,99,196.8,110,7.2,5,3
MS,130,510,0,0,203.9,63,191.8,93,132.5,125,12.1,4,3
SC,111,510,0,0,78.3,119,198.2,94,248.5,94,12.1,4,1
IN,100,415,0,32,125.2,123,230.9,101,192.0,106,12.6,9,3
ME,57,415,0,0,221.1,101,236.7,65,252.3,137,9.5,1,0
DE,139,408,0,0,139.0,110,132.9,93,272.0,120,12.1,1,0
OR,113,415,0,0,159.8,143,210.1,93,175.1,86,13.1,7,2
NJ,108,415,0,0,239.3,102,223.4,127,251.4,104,10.6,6,0
MT,100,415,0,0,113.3,96,197.9,89,284.5,93,11.7,2,4
WV,120,510,0,0,192.6,123,206.4,105,283.2,93,10.8,3,1
NJ,107,408,0,36,96.3,83,179.6,91,166.3,121,10.3,2,1
IN,104,408,0,0,280.4,127,179.4,79,150.6,77,15.2,6,5
NM,62,415,0,0,245.3,91,122.9,130,228.4,102,8.5,4,4
MT,34,415,0,14,151.5,100,248.7,126,199.8,120,10.7,5,2
NM,183,415,0,0,190.0,100,246.6,78,304.2,107,9.5,4,1
IL,123,408,0,0,114.8,94,150.0,104,268.6,119,9.6,4,2
IN,64,408,0,0,113.8,97,192.3,97,214.9,89,10.4,1,3
ND,27,415,0,0,227.4,67,248.0,115,61.4,109,7.8,6,1
NH,123,408,0,0,224.0,99,210.7,80,231.9,75,2.1,5,0
NM,84,408,0,41,153.9,102,140.7,117,217.7,101,12.8,5,1
LA,91,415,0,0,190.5,128,205.5,103,130.7,63,13.8,5,0
KY,95,510,0,0,157.3,116,197.5,77,128.2,111,8.4,4,2
WV,73,415,0,0,240.3,130,162.5,83,231.9,136,11.9,3,0
WV,58,408,0,39,211.9,40,274.4,76,210.5,139,5.4,4,1
IA,88,415,0,0,113.7,67,165.1,127,141.5,142,10.8,3,1
NE,67,415,0,41,174.7,86,160.6,93,155.3,108,13.4,1,0
WA,152,510,0,0,161.4,84,163.6,88,153.2,121,11.8,5,1
PA,142,510,0,40,230.7,101,256.8,88,263.9,92,6.4,3,1
ID,105,408,0,0,232.6,96,253.4,117,154.0,101,10.5,9,1
DC,93,408,0,22,306.2,123,189.7,83,240.3,107,11.7,2,0
KY,79,415,0,0,236.8,135,186.4,87,126.9,112,10.4,5,2
SC,88,408,0,0,153.5,94,251.7,118,182.2,99,8.5,6,1
NC,110,408,0,0,159.5,145,202.3,101,256.0,96,16.7,2,2
NY,209,415,0,0,153.7,105,188.6,87,200.8,95,10.7,2,0
OR,27,510,0,0,232.1,81,210.8,101,165.4,87,15.0,6,5
IL,117,415,0,0,201.9,86,212.3,96,176.9,98,7.8,10,1
MA,87,408,0,0,186.9,79,182.6,105,143.1,90,4.2,14,1
CT,129,510,0,27,196.6,89,180.6,95,245.0,83,6.6,5,1
WI,142,510,0,0,232.1,102,168.2,110,197.3,120,9.9,3,1
OK,112,415,0,0,166.0,79,74.6,100,247.9,74,6.3,7,0
AZ,97,408,0,25,141.0,101,212.0,85,175.2,138,4.9,2,3
KS,101,415,0,0,231.3,87,224.7,88,214.6,69,7.2,7,1
KS,127,415,0,24,154.8,69,177.2,105,207.6,102,9.0,4,1
WY,148,408,0,0,243.0,115,191.8,91,117.8,93,13.4,5,2
OK,138,510,0,33,155.2,139,268.3,79,186.4,71,9.7,4,3
WA,84,415,0,0,289.1,100,233.8,97,223.5,148,12.7,2,2
MD,133,510,0,0,295.0,141,223.6,101,229.4,109,12.9,4,2
NY,120,510,0,27,128.5,115,163.7,91,242.9,121,0.0,0,1
WI,87,415,0,0,238.0,97,164.5,97,282.5,132,10.6,6,2
AK,99,510,0,0,238.4,96,246.5,130,198.4,117,12.4,4,3
AZ,48,415,0,27,141.1,109,224.7,94,174.3,122,13.2,2,1
KS,57,415,0,0,158.1,117,115.2,149,182.4,92,11.8,7,0
CA,127,510,0,0,107.9,128,187.0,77,218.5,95,0.0,0,0
IN,114,408,0,0,203.8,85,87.8,110,166.2,122,11.7,4,1
CA,84,415,0,0,280.0,113,202.2,90,156.8,103,10.4,4,0
WI,114,415,0,26,137.1,88,155.7,125,247.6,94,11.5,7,2
AL,106,408,0,29,83.6,131,203.9,131,229.5,73,8.1,3,1
VT,60,415,0,0,193.9,118,85.0,110,210.1,134,13.2,8,3
WV,159,415,0,0,169.8,114,197.7,105,193.7,82,11.6,4,1
CT,184,510,1,0,213.8,105,159.6,84,139.2,137,5.0,10,2
